Word,Definition
kolmio,three-room apartment
rakennus,building
kerrostalo,block of flats
pienkerrostalo,low block of flats (2-3 floors)
paritalo,semi-detached house
rivitalo,row house
vuokra-asunto,rental house
omistusasunto,owner-occupied house
opiskelija-asunto,student apartment
soluasunto,shared apartment
palvelutalo,service flat
vuokra,rent
vesimaksu,water fee (often included in rent)
sähkölasku,electricity bill
internetyhteys,internet connection
internetlasku,internet bill
asumistuki,housing support (from Kela)
kotivakuutus,home insurance
takuuvuokra,warranty deposite
vuokravakuus,security deposit
autopaikkamaksu,parking space fee
lämmityspaikkamaksu,parking space heating fee (useful in winter)
hoitovastike,monthly maintenance fee for owners in apartment building
asuntolaina,mortgage
asuntolainan lyhennys,monthly repayment of morgage
asukas,resident
vuokralainen,tenant
omistaja,owner
vuokranantaja,"lessor, landlord"
naapuri,neighbor
kämppäkaveri,roommate
kamppis,roomie
talonmies,janitor (who e.g. mows the grass and plows the snow)
huoltomies,serviceman (who comes to e.g. repair broken faucets)
isännöitsijä,housing manager (where you get help if you e.g. lock yourself out)
taloyhtiö,housing company (all owners in an apartment building belong)
kiinteistönvälittäjä,real estate agent
hissi,elevator
kylmäkellari,"cool cellar, section for each resident to store e.g. jams"
varasto,storage area
varastohäkki,separate locked storage section for each resident’s stuff
pyörävarasto,bike storage area
ulkoiluvälinevarasto,outdoor equipment storage area (pic)
lastenvaunuvarasto,pram and pushchair storage area
autopaikka,parking space (often reserved to specific resident)
autotalli,garage (often reserved for specific residents) (pic)
roskakatos,outside garbage container area with roof (often locked)
roska-astiat,garbage collection bins
leikkialue,play area
mattoteline,"rug rack (in the yard, for anyone to use)"
vieraspysäköinti,parking for visitors
kellari,cellar
pesutupa,laundry room (can be used by all residents)
pyykkivuoro,laundry room reservation
kuivaushuone,drying room (to hang your laundry) (pic)
saunavuoro,resident’s sauna reservation
vakiosaunavuoro,fixed (weekly) sauna reservation
rappu,"entrance to apartment building (e.g. A, B)"
"A-rappu, B-rappu",specific entrance to apartment building
rappukäytävä,staircase
porraskäytävä,staircase
portaat,stairs
kerros,floor
tuuletusparveke,shared balcony for ventilation
vuokrasopimus,rental agreement
sisustus,decor
irtisanominen,termination of rental agreement
irtisanomisaika,length of period of notice
häätö,eviction
järjestyssäännöt,house rules in apartment building
putkiremontti,plumbing renovations
julkisivuremontti,renovations to the facade of the building
pintaremontti,surface renovation of the building
alasin,anvil
hakku,mattock
harava,rake
harja,brush
harppi,compass
hiekkapaperi,sandpaper
hohtimet,pincers
hylsyavain,socket wrench
höylä,plane
ilmastointiteippi,duct tape
jakoavain,wrench
keritsimet,shears
kirves,axe
kolvi,soldering iron
kottikärryt,wheelbarrow
kynä,pen
käsisaha,hand saw
leikkuri,cutter
moppi,mop
lapio,trowel
lenkkiavain,ring spanner
letku,hose
maalaustela,paint roller
magneetti,magnet
metallisaha,hacksaw
moottorisaha,chain saw
mutteri,nut
naula,nail
naulanvedin,nail puller
mutterinväännin,nutrunner
neula,needle
nuija,mallet
pensseli,paint brush
pihdit,pliers
pistosaha,jigsaw
porakone,drill
puukko,sharp Finnish knife
rullamitta,measuring tape
ruuvi,screw
ruuvimeisseli,screwdriver
sahapukki,sawhorse
sirkkeli,circular saw
sirppi,sickle
sivellin,wide brush
sivuleikkuri,side cutter
sorvi,lathe
sumutin,spray gun
tahko,grindstone
taltta,chisel
taskulamppu,flashlight
"tikapuut, tikkaat",stepladder
tunkki,jack
työkalupakki,toolbox
yleismittari,multimeter
vasara,hammer
vatupassi,spirit level
vesivaaka,spirit level
viila,file
viivoitin,ruler
lankanaula,common nail
uppokantanaula,wire nail with countersunk head
kampanaula,annular ring shanked nail
kierrenaula,spiral shank nail
huopanaula,flat headed nail
uppokanta,countersunk head
kupukanta,round head
suoraurainen,straight groove screw
ristiuraruuvi,cross groove screw
kuusiokoloruuvi,hexagonal socket head screw
"tasapäinen, talttapäinen","slotted, flat-blade"
ristipäinen,cross-headed
käsisaha,hand saw
selkäsaha,backsaw
kompassisaha,compass saw
timanttisaha,diamond saw
"pyörösaha, sirkkeli",circular saw
siirrettävä pyörösaha,movable circular saw
"moottorisaha, ketjusaha",chain saw
sähköpora,electric drilling machine
timanttipora,diamond drill
akkuporakone,battery drill
iskuporakone,percussion drill
siivouskaappi,cleaning supply cupboard
pölynimuri,vacuum cleaner
imurinpusseja,vacuum cleaner bags
pölypussi,dust bag
siivouspyyhe,cleaning towel
mikrokuituliina,microfiber cloth
rätti,rag
siivousliina,cleaning cloth
allasharja,sink brush
lattiaharja,floor brush
lattialasta,floor wiper
rikkalapio,dustpan
moppi,mop
hankausmoppi,scrubbing mop
lattiakuivain,floor dryer
wc-harja,toilet brush
ikkunalasta,squeegee
monitoimimoppi,multipurpose mop
"sanko, ämpäri",bucket
pölyhuiska,duster
suojakäsineet,protective gloves
talouskäsineet,household gloves
pulloharja,bottle brush
"pesukone, pyykkikone",washing machine
kuivausrumpu,drier
pyykkinaru,clothes line
pyykkipoika,clothes peg
linko,spin dryer
astianpesukone,dish washing machine
tiskikone,dishwasher
astianpesuharja,dish brush
roskakori,garbage can
roskapussi,garbage bag
lika,dirt
tahra,stain
pöpö,"bug, bacteria"
pöly,dust
mikrobi,microbe
bakteeri,bacteria
rasva,grease
rasvalika,greasy dirt
eritetahra,secretion stain
roska,garbage
jäte,waste
kalkkisaostuma,calcium deposit
epäpuhtaus,impurity
pinta,surface
kosketuspinta,contact surface
matto,carpet
lattiakaivo,floor drain
puhdas,clean
likainen,dirty
epäpuhdas,"impure, dirty"
siisti,tidy
sotkuinen,messy
epäsiisti,"untidy, messy"
asetella,to arrange
desinfioida,to disinfect
hangata,to scrub
harjata,to brush
heittää roskiin,to throw away
huuhdella,to rinse
huuhdella kunnolla,to rinse thoroughly
huuhtoa,to flush
imuroida,to vacuum clean
järjestellä,to organize
järjestää,"to arrange, sort"
kastella,to water
kerätä pyykit,to collect laundry
kierrättää,to recycle
kiillottaa hana,to shine the tap
korjata astiat pöydältä,to clear the table
kääntää patja,to turn the mattress
lakaista,to sweep
likaantua,to get dirty
panna järjestykseen,to organize
pedata sänky,to make the bed
pestä ikkunat,to wash the windows
pestä pyykit,to wash laundry
pestä tiskit,to wash the dishes
pitää siistinä,to keep clean
poistaa tahra,to remove a stain
puhdistaa,to clean
pyyhkiä pölyt,to wipe the dust
pyyhkiä pöytä,to wipe the table
pyyhkiä kuivaksi,to dry
pyyhkäistä,to wipe quickly
roskata,to litter
siivota,to clean up
tampata matto,to whip the dust out of a carpet
piiskata matto,to whip the dust out of a carpet
tiskata,to do the dishes
tuulettaa,to air a room
tyhjentää roskakori,to empty the garbage can
vaihtaa petivaatteet,to change the sheets
viedä roskat ulos,to take the garbage out
vesi,water
saippua,soap
pesuaine,detergent
puhdistusaine,cleaner
desinfioiva puhdistusaine,disinfectant cleaner
astianpesuaine,dishwasher soap
tiskiaine,dish soap
yleispuhdistusaine,multi-purpose cleaner
uuninpuhdistusaine,oven cleaner
viemärin avaus -aine,drainage opener
etikka,vinegar
liuos,solution
kemiallinen pesu,dry cleaning
katu,street
tie,road
kuja,alley
kaista,lane
valtatie,highway
moottoritie,motorway
maatie,country road
kiertotie,detour
oikotie,shortcut
ohikulkuväylä,bypass
yksisuuntainen,one-way
suojatie,zebra crossing
jalkakäytävä,pavement
pyörätie,bicycle lane
risteys,crossroads
huoltoasema,service station
bensa-asema,gas station
bussipysäkki,bus stop
autoilija,car driver
autonkuljettaja,car driver
bussinkuljettaja,bus driver
jalankulkija,pedestrian
lappuliisa,meter maid
matkustaja,traveler
pyöräilijä,cyclist
rekankuljettaja,truck driver
rattijuoppo,drunk driver
taksinkuljettaja,taxi driver
auto,car
henkilöauto,passenger car
pakettiauto,van
taksi,"taxi, cab"
bussi,bus
linja-auto,bus
juna,train
raitiovaunu,tram
metro,subway
ajaa,to drive
ajaa kolari,to have an accident
haavoittua,to be wounded
jarruttaa,to brake
kaahata,to drive recklessly
kaasuttaa,to accelerate
kiihdyttää,to accelerate
kävellä,to walk
käynnistää,to start
kääntyä,to turn
matkustaa,to travel
loukkaantua,to be injured
noudattaa,adhere to
odottaa,to wait
ohittaa,to overtake
parkeerata,to park
pysähtyä,to stop
pyöräillä,to ride a bike
tankata,to refuel
törmätä,to hit something
vaihtaa kaistaa,to change lanes
valvoa liikennettä,to control traffic
vaurioitua,to be damaged
ylittää katu,to cross the street
ajoneuvo,means of transport
ilmastointi,air conditioning
joukkoliikenne,public transport
kakkosvaihde,second gear
katulamppu,street light
kolari,car crash
kuolonkolari,fatal car accident
kypärä,helmet
liikenne,traffic
liikennemerkki,traffic sign
liikennesäännöt,traffic regulations
liikennevalot,traffic lights
liikenneympyrä,roundabout
nopeus,speed
nopeusrajoitus,speed limit
nokkakolari,head-on collision
onnettomuus,accident
ratti,steering wheel
ruuhka-aika,rush-hour
rengas,tire
sakko,fine
törmäys,collision
vakuutus,insurance
ykkösvaihde,first gear
ylinopeus,speeding
liikenne,traffic
ajoneuvo,vehicle
auto,car
henkilöauto,passenger car
maastoauto,jeep
kuorma-auto,lorry
aura-auto,plow car
rekka,truck
jakelurekka,delivery truck
juna,train
veturi,locomotive
bussi,bus
ambulanssi,ambulance
paloauto,fire engine
kaivuri,excavator
maansiirtoauto,dump truck
nosturiauto,crane car
betoniauto,concrete truck
kauhakuorma-auto,bucket truck
raitiovaunu,tram
traktori,tractor
metro,metro
lentokone,airplane
helikopteri,helicopter
kuumailmapallo,hot air balloon
polkupyörä,bicycle
pyörä,bike
rullaluistimet,roller skates
rullalauta,skateboard
julkinen liikenne,public transportation
bemari,spoken language for BMW
volkkari,spoken language for Volkswagen
pösö,spoken language for Peugeot
mersu,spoken language for Mercedes Benz
sitikka,spoken language for Citroën
rellu,spoken language of Renault
matukka,spoken language for Mazda
paku,spoken language forpakettiauto(van)
Menen töihin autolla.,I go to work by car.
Kuljetan tavaraa kuorma-autolla.,I transport goods with a truck.
Menen Kuopioon junalla.,I go to Kuopio by train.
Matkustan Tampereelle bussilla.,I travel to Tampere by bus.
Menemme kauppaan metrolla.,We go to the store by metro.
Matkustan usein lentokoneella.,I often travel by plane.
Menen sairaalaan helikopterilla.,I go to the hospital by helicopter.
Mene pyörälläkauppaan!,Go to the store with your bike!
Menen kotiin kävellen*,I go home by foot.
katu,street
pääkatu,main street
tie,road
kuja,alley
kaista,lane
valtatie,highway
moottoritie,motorway
maatie,country road
kiertotie,detour
oikotie,shortcut
ohikulkuväylä,bypass
yksisuuntainen,one-way
suojatie,zebra crossing
jalkakäytävä,pavement
pyörätie,bicycle lane
risteys,crossroads
bussipysäkki,bus stop
bussiasema,bus station
linja-autoasema,bus station
juna-asema,train station
rautatieasema,train station
kortteli,city block
liikennevalot,traffic lights
pankkiautomaatti,ATM
pankki,bank
hotelli,hotel
sairaala,hospital
eläintarha,zoo
ruokakauppa,grocery store
posti,post office
poliisiasema,police station
satama,harbor
lähellä,close by
lähellä,close by
vieressä,next to
edessä,in front of
kohdalla,at
takana,behind
vastapäätä,across
ohi,past
ali,under
yli,over
kohti,towards
pitkin,along
eteenpäin,ahead
asti,until
saakka,until
kaukana,far away
tässä,"here (small space, nearby)"
täällä,"here (bigger space, nearby)"
tuossa,"over there (small space, close enough to see)"
tuolla,"over there (bigger space, close enough to see)"
siinä,"there (small space, too far to see)"
siellä,"there (bigger space, too far to see)"
tässä,tästä
täällä,täältä
tuossa,tuosta
tuolla,tuolta
siinä,siitä
siellä,sieltä
"Anteeksi, mutta missä on..?","Excuse me, but where is..?"
"Anteeksi, mutta missä on lähin ruokakauppa?","Excuse me, but where is the nearest grocery store?"
"Osaatko sanoa, missä lähin posti on?",Can you tell me where the nearest post office is?
"Osaatko neuvoa, missä rautatieasema on?",Can you explain where the train station is?
"Tiedätkö, missä täällä on lähin pankki?",Do you know where the closest bank is here?
"Anteeksi, mutta missä on bussiasema?","Excuse me, but where is the bus station?"
"Anteeksi, mutta missä on lähin bussipysäkki?","Excuse me, but where is the closest bus stop?"
Onko tässä lähellä supermarkettia?,Is there a supermarket near here?
Onko tässä lähellä pankkiautomaattia?,Is there an ATM near here?
Miten pääsen täältä linja-autoasemalle?,How can I get to the bus station from here?
Miten pääsen täältä rautatieasemalle?,How can I get to the train station from here?
"Voisitko näyttää kartalta, missä olemme?",Could you show on the map where we are?
Kuinka pitkä matka sinne on?,How long of a trip is it to there?
Onko sinne pitkä matka?,Is it a long way there?
Onko se kaukana täältä?,Is it far away from here?
Kuinka kaukana se on?,How far is it?
Pääsenkö sinne kävellen?,Can I get there by foot?
Pääsenkö sinne bussilla?,Can I get there by bus?
Pääsenkö sinne tällä bussilla?,Can I get there with this bus?
Millä bussilla pääsen sinne?,With what bus can I get there?
Mikä bussi menee Hervantaan?,Which bus goes to Hervanta?
Missäpäin linja-autoasema on?,Whereabout is the bus station?
Etsin tätä osoitetta.,I’m looking for this address.
Olemmeko oikealla tiellä rautatieasemalle?,Are we on the right track to the train station?
Onko tämä oikea tie rautatieasemalle?,Is this the right road to the train station?
Mene suoraan eteenpäin.,Go straight ahead.
Jatka matkaa suoraan eteenpäin.,Continue straight ahead.
Käänny oikealle.,Turn right.
Käänny oikealle Kotikadulle.,Turn right onto Kotikatu.
Käänny oikealle uimahallin jälkeen.,Turn right after the swimming hall.
Käänny vasemmalle.,Turn left.
Käänny vasemmalle Kotikadulle.,Turn left onto Kotikatu.
Käänny vasemmalle kirkon jälkeen.,Turn left after the church.
Käänny seuraavasta risteyksestä oikealle.,Turn right at the next intersection.
Käänny toisesta risteyksestä oikealle.,Turn right at the second intersection.
Käänny liikennevaloista vasemmalle.,Turn left at the traffic lights.
Käänny ensimmäisestä liittymästä oikealle.,Turn right at the first exit.
Mene tuonne päin.,Go that way.
Aja tuon kadun kautta.,Drive via that street.
Mene tätä katua pitkin 500 metriä.,Go along this street for 500 meters.
Mene suoraan eteenpäin risteykseen asti.,Go straight ahead until the intersection.
Jatka suoraan liikennevalojen jälkeen.,Continue straight ahead after the lights.
Aja Aleksanterinkatua pitkin.,Drive along Aleksanterinkatu.
Aja suoraan liikennevaloihin asti.,Drive straight until the traffic lights.
Aja risteykseen asti.,Drive to the intersection.
Aja kunnes näet kirkon oikealla.,Drive until you see the church on the right.
Kävele suoraan kunnes tulet sillalle.,Walk straight ahead until you get to the bridge.
Seuraa päätietä 500 metriä.,Follow the main road for 500 meters.
Aja noin 500 metriä.,Drive about 500 meters.
Seuraa opasteita.,Follow the signposts.
Ylitä silta.,Cross the bridge.
Mene sillan ali.,Go under the bridge.
Ylitä katu.,Cross the street.
Se on suoraan edessäsi.,It’s right in front of you.
Olet perillä.,You’ve arrived.
Se ei ole kaukana.,It’s not far away.
Se on (ihan) lähellä.,It’s (pretty) close.
Se on aika lähellä.,It’s quite close.
Satama sijaitsee aika lähellä.,The harbor is located quite close.
Se on toinen katu oikealla.,It’s the second street on the right.
Se on ensimmäinen katu oikealla.,It’s the first street on the right.
Se on kävelymatkan päässä.,It’s within walking distance.
Sinne on kymmenen minuutin kävelymatka.,It’s a ten-minute walk away.
Sinne kävelee viidessä minuutissa.,It takes five minutes to walk there.
Se on aika kaukana.,It’s quite far away.
Sinne ei kannata kävellä.,It’s not worth walking there.
Ota bussi.,Take the bus.
Kannattaa mennä bussilla.,You should take the bus.
Kannattaa mennä bussilla numero 25.,You should go by bus number 25.
Ikävä kyllä en tiedä.,Unfortunately I don’t know.
"Anteeksi, en tiedä.","Sorry, I don’t know."
"Anteeksi, en tunne tätä kaupunginosaa.","Sorry, I don’t know this neighborhood."
"Olen pahoillani, mutta en tiedä.",I’m sorry but I don’t know.
En ole täältäpäin kotoisin.,I’m not from here.
kapellimestari,conductor
kitaristi,guitarist
kuoro,choir
laulaja,singer
muusikko,musician
orkesteri,orchestra
rumpali,drummer
sellisti,cellist
säveltäjä,composer
urkuri,organist
yhtye / bändi,band
hyräillä,to hum
laulaa,to sing
säestää,to accompany
säveltää,to compose
soittaa kitaraa,to play guitar
soittaa pianoa,to play piano
soittaa rumpuja,to play drums
viheltää,to whistle
äänittää,to record
baritoni,baritone
basso,bass
kontra-altto,contralto
mezzosopraano,mezzo-soprano
sopraano,soprano
tenori,tenor
absoluuttinen sävelkorva,absolute pitch
duetto,duet
kertosäkeistö,chorus
melodinen,melodic
lukea nuotteja,to read notes
nuotti,note
rytmi,"beat, rhythm"
rytmikäs,rhythmic
sanoitus,lyrics
sointu,harmony
soolo,solo
sävel,"tone, tune"
sävelasteikko,scale
sävelkorkeus,pitch
sävelkorva,an ear for notes
sävelmä,melody
tahti,beat
blues-musiikki,blues
brittipop,Britpop
drum’n’bass-musiikki,drum’n’bass
elektroninen musiikki,electronic music
hengellinen musiikki,religious music
iskelmä,schlager song
jazz-musiikki,jazz music
joululaulu,Christmas song
kansanlaulu,folk song
kehtolaulu,lullaby
kevyt musiikki,easy listening
klassinen musiikki,classical music
kristillinen rock-musiikki,Christian rock music
kokeellinen musiikki,industrial music
lastenlaulu,children’s song
metallimusiikki,heavy metal music
musikaali,musical
nykymusiikki,contemporary classical music
ooppera,opera
operetti,operetta
polkka,polka
pop-musiikki,pop music
reggae-musiikki,reggae music
rock-musiikki,rock music
suomirock,Finnish rock music
tango,tango
tekno,techno
valssi,waltz
viihdemusiikki,light music
puhelin,"telephone, phone"
lankapuhelin,landline phone
matkapuhelin,mobile phone (dated)
kännykkä,mobile phone
"luuri, känny",phone (spoken)
älypuhelin,smartphone
Android-puhelin,Android phone
tekstiviesti,text message
tekstari,text message (spoken)
puhelu,phone call
työpuhelu,business call
(puhelin)vastaaja,answering machine
puhelinnumero,phone number
suuntanumero,area code
hätänumero,emergence number
salattu numero,ex-directory number
puhelinkeskus,switchboard
sovellus,application
"appi, appsi, apsi",app (spoken)
soittoääni,ringtone
varoitusääni,warning tone
hälytysääni,alarm tone
herätyskello,alarm clock
äänenvoimakkuus,volume
aloitusnäyttö,home screen
uusi viesti,new message
vastaamaton puhelu,missed call
varattu,"engaged, busy"
tuntematon numero,unknown number
puhelu pidossa,call on hold
valmiustila,standby mode
älä häiritse -tila,do not disturb mode
signaali,signal
soittaa äidille,to call (to) mother
soittaa ystävälle,to call (to) a friend
soittaa numeroon 0451234567,to call the number 0451234567
soittaa takaisin,to call back
puhua puhelimessa,to talk on the phone
olla puhelimessa,to be on the phone (in a call)
vastata puhelimeen,to answer the phone
vastata puheluun,to answer a call
lopettaa puhelu,to hang up (end a call)
lyödä luuri kiinni,to hang up (spoken)
hylätä puhelu,to reject a call
vastaanottaa puhelu,to accept a call
jättää vastaamatta,"to leave unanswered, to not answer"
asettaa puhelu pitoon,to put a call on hold
soida,to ring
ladata akku,to charge the battery
latautua,to get charged
kytkeä laturi puhelimeen,to connect the charger to the phone
irrottaa laturi,to disconnect a charger
kytkeä puhelin päälle,to turn on the phone
sammuttaa puhelin,to turn off the phone
katkaista virta,to turn off the phone
käynnistää uuudelleen,"to restart, reboot"
syöttää PIN-koodi,to enter a PIN code
painaa näppäintä,to press a key
napauttaa painiketta,to tap a button
pyyhkäistä vasemmalle,to swipe left
pyyhkäistä oikealle,to swipe right
valita numero,to choose (dial) a number
syöttää puhelinnumero,to enter a phone number
tallentaa puhelinnumero,to save a phone number
estää numero,to block a number
kumota esto,"to unblock, to undo the block"
mykistää puhelu,to mute a call
poistaa mykistys,to unmute
aktivoida kaiutintila,to activate speaker mode
lähettää viesti,to send a message
tallentaa video,to record a video
ottaa valokuva,to take a photo
jättää viesti,to leave a message
tekstata,to text
laittaa puhelu kaiuttimeen,to put the phone on loudspeaker
ladata sovellus,to download an application
asentaa sovellus,to install an application
avata sovellus,to open an application
ottaa käyttöön,to start using
poistaa sovellus,to remove an application
korjata puhelin,"to repair, fix a phone"
"värähtää, väristä",to vibrate
räplätä puhelinta,to fiddle with phone
puhelinmalli,phone model
näyttö,"display, screen"
kosketusnäyttö,touch screen
"kaiutin, kaiuttimet","speaker, speakers"
akku,battery
kuulokeliitäntä,headphone jack
kamera,camera
takakamera,rear camera
selfiekamera,selfie camera
etukamera,front camera
neloiskamera,quad camera
Ultra Wide -kamera,Ultra Wide camera
siru,chip
prosessori,processor
suoritin,processor
mobiiliprosessori,mobile processor
salama,flash
SIM-kortti,SIM card
Dual SIM,dual SIM
Nano-SIM,nano SIM
takakansi,back cover
näppäin,button
laturi,charger
liitoskaapeli,connecting cable
adapteri,adapter
suojalasi,protective glass
näytönsuoja,screen protector
suojakalvo,protective film
suojakotelo,protective case
Soita minulle!,Call me!
Voinko soittaa sinulle?,Can I call you?
Soitellaan!,Let’s keep in touch! “Let’s call”
Oletko yrittänyt soittaa?,Have you been trying to call (me)?
Miksi et vastaa puhelimeen?,Why aren’t you answering the phone?
Puhelimen akku on lähes tyhjä.,The phone’s battery is almost empty.
Kännykästäni on akku melkein loppu.,The battery of my mobile is almost empty.
Akun virta on vähissä.,The battery is low.
Akku on ladattu täyteen.,The battery is fully charged.
Akku latautuu.,The battery is charging.
Puhelin on latauksessa.,The phone is being charged.
Jätin puhelimeni lataukseen.,I left my phone to charge.
"Haloo, kuuluuko?","Hello, can you hear me?"
"Oho, puhelu katkesi.","Oh, the call was cut off."
Sait uuden viestin.,You got a new message.
En saanut viestiäsi.,I didn’t get your message.
En huomannut viestiäsi.,I didn’t notice your message.
"Laita viestiä, kun olet tulossa.",Send me a message when you’re on your way.
Puhelin värähtää.,The phone vibrates.
Lataa xyz-sovellus sovelluskaupasta!,Download the xyz app from the app store!
Puhelin on äänettömällä.,My phone is in silent mode.
Laita se äänettömälle.,Put it in silent mode.
Puhelimeni on soinut koko päivän,My phone has been ringing the whole day.
Olen riippuvainen kännykästäni.,I’m addicted to my mobile phone.
Räplään kännykkääni jatkuvasti.,I’m constantly playing with my phone.
En muista PIN-koodiani enää.,I can’t remember my PIN code anymore.
En löydä kännykkääni.,I can’t find my phone.
Unohdin puhelimeni kotiin.,I forgot my phone at home.
Kännykkäni jäi kotiin.,"My phone “stayed” (was left, forgotten) at home."
Voinko lainata kännykkäsi?,Can I borrow your phone?
Puhelimesi soi.,Your phone is ringing.
Ostin puhelimen noin vuosi sitten.,I bought the phone about a year ago.
Tämä on hyvä peruspuhelin.,This is a good basic phone.
Puhelin riittää peruskäyttöön paremmin kuin hyvin.,This phone is more that good enough for basic use.
Olen ollut (todella) tyytyväinen tähän puhelimeen.,I have been (very) satisfied with this phone.
Akku kestää todella pitkään.,The battery lasts a really long time.
Akku kestää neljäkin päivää.,The battery can last even four days.
Tämä on paras puhelin ikinä!,This is the best phone ever!
Pidän erityisesti suuresta näytöstä.,I especially like the large screen.
Kameran laatu on todella huono.,The quality of the camera is really bad.
Kameran laatu on aika huono.,The quality of the camera is kind of bad.
Suosittelen tehokkaampaa puhelinta.,I recommend (getting) a more powerful phone.
En suosittele tätä puhelinta.,I don’t recommend this phone.
En (todellakaan) suosittelisi tätä puhelinta.,I (definitely) wouldn’t recommend this phone.
hinta,price
hintaluokka,price range
laatu,quality
hinta-laatusuhde,value for money
nopeus,speed
koko,size
akun kesto,battery life
kestävyys,durability
suorituskyky,performance rate
tallennustila,storage space
muisti,memory
RAM-muisti,RAM
tarkkuus,accuracy
resoluutio,resolution
pikseli,pixel
2400 x 1080 pikseliä,2400 x 1080 pixels
megapikseli,megapixel
12 megapikseliä,12 megapixels
6 tuumaa,6 inches
kuvasuhde,aspect ratio
käyttöjärjestelmä,operating system
käyttöliittymä,user interface
kasvojen tunnistus,facial recognition
sormenjälkilukija,fingerprint reader
iirisskanneri,iris scanner
vedenkestävä,waterproof
pölyn kestävä,dust resistant
pikalataus,quick charge
langaton lataus,wireless charging
Wi-Fi / wifi,Wi-Fi
verkkoyhteys,network connection
paikannusjärjestelmä,positioning system
GPS-järjestelmä,GPS system
Bluetooth,Bluetooth
päivitys,update
tietokone,computer
pöytätietokone,desktop computer
kannettava tietokone,laptop
läppäri (spoken),laptop
tabletti,tablet
cd-asema,cd-drive
emolevy,motherboard
hiiri,mouse
kaiutin,loudspeaker
keskusmuisti,RAM
keskusyksikkö,CPU
kiintolevy,hard disk
kosketusnäyttö,touch screen
levykeasema,floppy disk drive
modeemi,modem
muistikortti,memory card
näppäimistö,keyboard
näyttö,screen
näytönohjain,graphics card
suoritin,processor
tuuletin,fan
tv-kortti,tv card
virtalähde,power supply
virtanappula,power button
printteri,printer
tulostin,printer
mustavalkotulostin,black and white printer
kuulokkeet,headphones
mikrofoni,microphone
muistitikku,memory stick
palvelin,server
piirtotabletti,drawing tablet
reititin,router
ulkoinen kiintolevy,external harddrive
USB-muisti,USB memory
USB-portti,USB port
web-kamera,web camera
ajuri,driver
ikkuna,window
kansio,folder
kuvake,icon
kuvankäsittelyohjelma,picture manipulation program
käyttöjärjestelmä,operating system
palomuuri,firewall
pikakuvake,shortcut
selain,browser
sähköpostiohjelma,email program
taustakuva,background image
tehtäväpalkki,the taskbar
tekstinkäsittelyohjelma,word processing program
tekstitiedosto,text file
tiedosto,document
tietokonepeli,computer game
työpöytä,desktop
valikko,menu
virustentorjuntaohjelma,antivirus program
etsiä tiedosto,to search for a document
hakea,to search
kaksoisklikata,to double click
klikata,to click
kirjoittaa,to type
kopioida,to copy
käynnistää ohjelma,to start a program
käyttää hiirtä,to use the mouse
liittää,to paste
maalata teksti,to select text
painaa enteriä,to press enter
palauttaa tiedosto roskakorista,to restore a document from the trash
pienentää ikkuna,to make a window smaller
poistaa tiedosto,to delete a document
raahata,to drag (and drop)
sammuttaa,to shut down
sulkea ohjelma,to close a program
surffailla netissä,to surf the net
tallentaa,to save
tallentaa nimellä,to save as
tulostaa,to print
tyhjentää roskakori,to empty the trash can
aakkosjärjestys,alphabetical order
e-kirja,electronic book
kirjan kansi,book cover
kirjahylly,book shelf /case
kirjasto,library
kirjastossa,at the library
kirjastoauto,mobile library
kirjastokortti,library card
kirjastonhoitaja,librarian
kirjastovirkailija,library assistant
käsikirjasto,reference library
laina,borrowed book
lastenosasto,children’s department
luettelo,catalogue
lukusali,reading room
lähikirjasto,local branch library
myöhästymismaksu,late fee
nuorten osasto,young adult department
osasto,department
otsikko,title
sivu,page
sivunumero,page number
varaus,reservation
verkkopalvelut,online services
viivakoodi,bar code
lainausautomaatti,self-issue borrowing machine
palautusautomaatti,self-service returning machine
lainata kirja,to borrow a book
palauttaa kirja,to return a book
varata kirja,to reserve a book
lukea kirja,to read a book
selailla kirja,to leaf through a book
etsiä kirjaa,to search for a book
hakea kirja,to go get a book
uusia lainoja,to renew books
maksaa maksu,to pay the fee
fantasiakirjallisuus,fantasy literature
kaunokirjallisuus,fiction
käännöskirjallisuus,translated literature
rikoskirjallisuus,crime fiction
tieteiskirjallisuus,science fiction
tietokirjallisuus,non-fiction
dekkari,detective story
elämäkerta,biography
jännäri,thriller
keittokirja,cooking book
kovakantinen kirja,hardback book
kuvakirja,picture book
lastenkirjan,children’s book
menekkikirja,best-seller
novelli,short story
omaelämäkerta,autobiography
opaskirja,travel guide
pehmeäkantinen kirja,paperback book
rakkausromaani,romantic fiction book
romaani,novel
runokirja,poetry book
sanakirja,dictionary
sarjakuva,comicbook
scifi-kirja,science fiction book
sotakirja,war novel
teos,"book, work"
tietokirja,non-fiction book
vakoilukirja,spy novel
Tykkään käydä kirjastossa.,I like to go to the library.
Käyn usein kirjastossa.,I often go to the library.
Kirjasto on ihana paikka.,The library is a lovely place.
Haluaisin saada kirjastokortin.,I would like to get a library card.
Kirjastokortti on ilmainen.,A library card is free of charge.
Haluaisin lainata tämän kirjan.,I would like to borrow this book.
Miten lainausautomaatti toimii?,How does the self-service machine work?
Haluaisin palauttaa nämä kirjat.,I would like the return these books.
Onko teillä selkokirjoja?,Do you have easy-to-read books?
Missä lastenkirjaosasto on?,Where is the children’s department?
Missä englanninkieliset kirjat ovat?,Where are the English language books?
